text,label
this mess of a movie is nothing short of a travesty of a transvestite comedy,neg
it 's easy to love robin tunney she 's pretty and she can act but it gets harder and harder to understand her choices,neg
bottom rung new jack city wannabe,neg
"a mature , deeply felt fantasy of a director 's travel through 300 years of russian history",pos
"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear",pos
"a simpler , leaner treatment would have been preferable after all , being about nothing is sometimes funnier than being about something",neg
"the strong subject matter continues to shock throughout the film not everyone will play the dark , challenging tune taught by the piano teacher",pos
"more a load of enjoyable , conan esque claptrap than the punishing , special effects soul assaults the mummy pictures represent",pos
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be",neg
a richly imagined and admirably mature work from a gifted director who definitely has something on his mind,pos
"this familiar rise and fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times",pos
mostly the film is just hectic and homiletic two parts exhausting men in black mayhem to one part family values,neg
"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year",pos
feels less like a cousin to blade runner than like a bottom feeder sequel in the escape from new york series,neg
a wild ride juiced with enough energy and excitement for at least three films,pos
"the underworld urban angst is derivative of martin scorsese 's taxi driver and goodfellas , but this film speaks for itself",pos
there 's a lot of tooth in roger dodger but what 's nice is that there 's a casual intelligence that permeates the script,pos
a wonderfully warm human drama that remains vividly in memory long after viewing,pos
the plot meanders from gripping to plodding and back,neg
"one of the greatest family oriented , fantasy adventure movies ever",pos
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles' heel in stuart little 2 there 's just no story , folks",neg
"smith examines the intimate , unguarded moments of folks who live in unusual homes which pop up in nearly every corner of the country",pos
"what 's the most positive thing that can be said about the new rob schneider vehicle \? well , it 's not as pathetic as the animal",neg
"the ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece",pos
"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates",pos
becomes the last thing you would expect from a film with this title or indeed from any plympton film boring,neg
an awkward and indigestible movie,neg
earnest yet curiously tepid and choppy recycling in which predictability is the only winner,neg
"like any good romance , son of the bride , proves it 's never too late to learn",pos
adam sandler 's 8 crazy nights is 75 wasted minutes of sandler as the voice over hero in columbia pictures' perverse idea of an animated holiday movie,neg
"watching queen of the damned is like reading a research paper , with special effects tossed in",neg
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions",neg
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude it makes sense that he went back to school to check out the girls his film is a frat boy 's idea of a good time",neg
you could love safe conduct \( laissez passer \) for being a subtitled french movie that is 170 minutes long you could hate it for the same reason,pos
"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling",neg
"a knowing look at female friendship , spiked with raw urban humor",pos
"overly stylized with lots of flash black white freeze frames reminiscent of a pseudo hip luxury car commercial , \( it 's \) at its worst when it 's actually inside the ring",neg
they missed the boat,neg
the komediant is a tale worth catching,pos
"taken as a whole , the tuxedo does n't add up to a whole lot",neg
this film puts wang at the forefront of china 's sixth generation of film makers,pos
"the strength of the film comes not from any cinematic razzle dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting",pos
"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity",pos
"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what 's the point \? '",neg
ultimately feels like just one more in the long line of films this year about the business of making movies,neg
"it would be great to see this turd squashed under a truck , preferably a semi",neg
"together , tok and o orchestrate a buoyant , darkly funny dance of death in the process , they demonstrate that there 's still a lot of life in hong kong cinema",pos
"stephen earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition wearing a cloak of unsentimental , straightforward text when it 's really an exercise in gross romanticization of the delusional personality type",neg
more a gunfest than a rock concert,neg
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis",pos
effective but too tepid biopic,pos
a surprisingly sweet and gentle comedy,pos
a beautifully tooled action thriller about love and terrorism in korea,pos
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for,pos
many a parent and their teen \( or preteen \) kid could bond while watching a walk to remember so could young romantics out on a date,pos
"ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion",pos
a compelling story of musical passion against governmental odds,pos
"as a first time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul",pos
there 's more repetition than creativity throughout the movie,neg
"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond",pos
it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience,neg
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing",neg
the best way to hope for any chance of enjoying this film is by lowering your expectations then lower them a bit more,neg
"a frustrating 'tweener' too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls",neg
"miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images",pos
murder by numbers is like a couple of mediocre tv movie of the week films clumsily stuck together,neg
"may take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours",pos
so lazy and slipshod it confuses the mere flashing of kinky soft core imagery with naughty fun,neg
there 's not a comedic moment in this romantic comedy,neg
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar winning sound and james horner 's rousing score make good use of the hefty audio system",pos
"a bland , obnoxious 88 minute infomercial for universal studios and its ancillary products",neg
the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material,neg
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form",pos
"the hours makes you examine your own life in much the same way its characters do , and the experience is profound the hours is what movies are supposed to be",pos
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at",pos
dismally dull sci fi comedy,neg
"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions",pos
the script was reportedly rewritten a dozen times either 11 times too many or else too few,neg
invincible is a wonderful movie,pos
the respective charms of sandra bullock and hugh grant have worn threadbare,neg
just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny,neg
trades run of the mill revulsion for extreme unease,pos
"only for young children , if them their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes",neg
a journey that is as difficult for the audience to take as it is for the protagonist yet it 's potentially just as rewarding,pos
foster breathes life into a roll that could have otherwise been bland and run of the mill,pos
"give shapiro , goldman , and bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour",neg
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers",neg
"halfway through the movie , the humor dwindles it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have \( and probably should have \) been a lighthearted comedy",neg
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen",pos
"sadly , hewitt 's forte is leaning forward while wearing low cut gowns , not making snappy comebacks",neg
a delicious crime drama on par with the slickest of mamet,pos
"in execution , this clever idea is far less funny than the original , killers from space",neg
the first half bursts with a goofy energy previous disney films only used for a few minutes here and there,pos
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely",neg
a great companion piece to other napoleon films,pos
"it irritates and saddens me that martin lawrence 's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho tep 's clearly evident quality may end up languishing on a shelf somewhere",pos
"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh and blood humans",pos
"large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride but this time , the old mib label stands for milder is n't better",neg
has it ever been possible to say that williams has truly inhabited a character \? it is now,pos
a clich d and shallow cautionary tale about the hard partying lives of gay men,neg
strangely comes off as a kingdom more mild than wild,neg
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn",neg
the film is a verbal duel between two gifted performers,pos
"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life",pos
i hate this movie,neg
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy",neg
"with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast",pos
a beautifully made piece of unwatchable drivel,neg
"blade ii has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation",neg
writer director alexander payne \( election \) and his co writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing,pos
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film",neg
snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him,neg
cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries,pos
"for a shoot 'em up , ballistic is oddly lifeless",neg
"an earnest racial issues picture that might have gotten respectful critical praise in a different era say , the '60s",neg
"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity",pos
"could use a little more humanity , but it never lacks in eye popping visuals",pos
"a thoughtful , visually graceful work",pos
almost peerlessly unsettling,pos
"lan yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree",pos
warmed over hash,neg
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you",neg
terrific casting and solid execution give all three stories life,pos
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war weary marine",neg
"although it lacks the detail of the book , the film does pack some serious suspense",pos
"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate",neg
feels familiar and tired,neg
"this may be dover kosashvili 's feature directing debut , but it looks an awful lot like life gritty , awkward and ironic",pos
another useless recycling of a brutal mid '70s american sports movie,neg
will probably be one of those movies barely registering a blip on the radar screen of 2002,neg
the film is bright and flashy in all the right ways,pos
the stories here suffer from the chosen format,neg
"the movie is well done , but slow",pos
entertaining despite its one joke premise with the thesis that women from venus and men from mars can indeed get together,pos
"ponderous , plodding soap opera disguised as a feature film",neg
much smarter and more attentive than it first sets out to be,pos
"with rabbit proof fence , noyce has tailored an epic tale into a lean , economical movie",pos
"undone by its overly complicated and derivative screenplay , the glacier paced direction and the stereotypical characters",neg
"there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity",neg
the piquant story needs more dramatic meat on its bones,neg
"this is a poster movie , a mediocre tribute to films like them !",neg
"it 's consistently funny , in an irresistible junior high way , and consistently free of any gag that would force you to give it a millisecond of thought",pos
the fly on the wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu makers being a visible part of their work,pos
the pace of the film is very slow \( for obvious reasons \) and that too becomes off putting,neg
the corpse count ultimately overrides what little we learn along the way about vicarious redemption,neg
two hours of junk,neg
"first time writer director serry shows a remarkable gift for storytelling with this moving , effective little film",pos
remarkably accessible and affecting,pos
"the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count",neg
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line,pos
"what with the incessant lounge music playing in the film 's background , you may mistake love liza for an adam sandler chanukah song",neg
the film lapses too often into sugary sentiment and withholds delivery on the pell mell pyrotechnics its punchy style promises,neg
what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special effects excess,neg
"kids five and up will be delighted with the fast , funny , and even touching story parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",pos
"labute ca n't avoid a fatal mistake in the modern era he 's changed the male academic from a lower class brit to an american , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film",neg
"mr clooney , mr kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure fire prescription for a critical and commercial disaster",pos
"a quaint , romanticized rendering",neg
"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1 2 hour , dissipated length",neg
poignant and delicately complex,pos
"chicago is sophisticated , brash , sardonic , completely joyful in its execution",pos
aimed squarely at the least demanding of demographic groups very small children who will be delighted simply to spend more time with familiar cartoon characters,neg
wiseman reveals the victims of domestic abuse in all of their pity and terror,pos
the smartest bonehead comedy of the summer,pos
"unfolds as one of the most politically audacious films of recent decades from any country , but especially from france",pos
a low rent retread of the alien pictures,neg
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets \?,neg
"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf",pos
delivers roughly equal amounts of beautiful movement and inside information,pos
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed",pos
"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance",neg
kinnear gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers,pos
"collateral damage is , despite its alleged provocation post 9 11 , an antique , in the end as are its star , its attitude and its obliviousness",neg
"the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop",pos
this directorial debut from music video show off higuchinsky is all flash,neg
"screenwriter pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation",neg
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny,neg
"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example",neg
there are enough moments of heartbreaking honesty to keep one glued to the screen,pos
decent but dull,neg
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear",pos
"no matter how much he runs around and acts like a doofus , accepting a 50 year old in the role is creepy in a michael jackson sort of way",neg
"not so much funny as aggressively sitcom cute , it 's full of throwaway one liners , not quite jokes , and a determined tv amiability that allen personifies",neg
"the woodman seems to have directly influenced this girl meets girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring",pos
"an unimaginative , nasty , glibly cynical piece of work",neg
"with a spy kids sequel opening next week , why bother with a contemptible imitator starring a snl has been acting like an 8 year old channeling roberto benigni \?",neg
"spider man is in the same category as x men occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around",pos
the story and structure are well honed fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away,pos
"why come up with something even quasi original , when you can pillage from shirley jackson , richard matheson and puke up something like rose red \?",neg
it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel,pos
the troubling thing about clockstoppers is that it does n't make any sense,neg
"a lot like the imaginary sport it projects onto the screen loud , violent and mindless",neg
"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities",pos
"although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers",pos
jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness,pos
"'the film is stark , straightforward and deadly an unnatural calm that 's occasionally shaken by blasts of rage , and later , violent jealousy '",pos
"at times , however , dogtown and z boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about",neg
it 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before,neg
"a spunky , original take on a theme that will resonate with singles of many ages",pos
a hypnotic cyber hymn and a cruel story of youth culture,pos
"it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic",pos
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan",pos
macdowell ventures beyond her abilities several times here and reveals how bad an actress she is,neg
"what john does is heroic , but we do n't condone it , one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia",neg
phoned in business as usual,neg
"it remains to be seen whether statham can move beyond the crime land action genre , but then again , who says he has to \?",pos
"the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory",neg
there is simply no doubt that this film asks the right questions at the right time in the history of our country,pos
a diverse and astonishingly articulate cast of palestinian and israeli children,pos
any movie that makes hard work seem heroic deserves a look,pos
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly \( like one of hubert 's punches \) , but it should go down smoothly enough with popcorn",neg
what bubbles up out of john c walsh 's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch,pos
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny",neg
an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay,neg
"the jokes are flat , and the action looks fake",neg
too clever by about nine tenths,neg
"nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a risk if you choose to see it i enjoyed the ride \( bumps and all \) , creamy depth , and ultimate theme",pos
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours \( and , for that matter , shrek \)",neg
the acting alone is worth the price of admission,pos
a knowing sense of humor and a lot of warmth ignite son of the bride,pos
an idealistic love story that brings out the latent 15 year old romantic in everyone,pos
"it 's like an old warner bros costumer jived with sex this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him",pos
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about",neg
if this story must be told and retold and indeed it must then the grey zone is to be lauded for finding a new and ingenious angle,pos
what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey,pos
"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years",pos
fails to bring as much to the table,neg
a mawkish self parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being,neg
the problem is that the movie has no idea of it is serious or not,neg
"although shot with little style , skins is heartfelt and achingly real",pos
the plot convolutions ultimately add up to nothing more than jerking the audience 's chain,neg
the best of the pierce brosnan james bond films to date,pos
"john carlen 's script is full of unhappy , two dimensional characters who are anything but compelling",neg
"there might be some sort of credible gender provoking philosophy submerged here , but who the hell cares \?",neg
"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich",pos
"the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you are there closeness with the disorienting unreality of the seemingly broken down fourth wall of the movie screen",pos
some remarkable achival film about how shanghai \( of all places \) served jews who escaped the holocaust,pos
a deep and meaningful film,pos
"the actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types",neg
"the movie 's quiet affirmation of neighborhood values gives it an honest , lived in glow",pos
"if you are curious to see the darker side of what 's going on with young tv actors \( dawson leery did what \? ! \? \) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie",neg
a true blue delight,pos
"while puerile men dominate the story , the women shine",pos
"the movie enters a realm where few non porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle",pos
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor 's whiny jags to pump it up , this has to be among the rare ones",neg
an unexpectedly sweet story of sisterhood,pos
"haynes' homage to such films as all that heaven allows and imitation of life transcends them simply put , far from heaven is a masterpiece",pos
the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart,neg
a deliciously nonsensical comedy about a city coming apart at its seams,pos
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera",pos
what sets ms birot 's film apart from others in the genre is a greater attention to the parents and particularly the fateful fathers in the emotional evolution of the two bewitched adolescents,pos
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement,neg
"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self absorbed martha as her heart begins to open",pos
"it may not be a huge cut of above the rest , but i enjoyed barbershop it 's a funny little movie with clever dialogue and likeable characters",pos
"spinning a web of dazzling entertainment may be overstating it , but spider man certainly delivers the goods",pos
"for the most part , the ingredients are there but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together",neg
"it 's a glorified sitcom , and a long , unfunny one at that",neg
a fast paced and suspenseful argentinian thriller about the shadow side of play,pos
it 's loud and boring watching it is like being trapped at a bad rock concert,neg
one of the funnier movies in town,pos
"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning",pos
"witty , touching and well paced",pos
it 's that rare family movie genuine and sweet without relying on animation or dumb humor,pos
the movie sticks much closer to hornby 's drop dead confessional tone than the film version of high fidelity did,pos
gaping plot holes sink this 'sub' standard thriller and drag audience enthusiasm to crush depth,neg
"makes one thing abundantly clear american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun for fun 's sake communal spirit goes to the essence of broadway",pos
it 's the kind of effectively creepy scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more,pos
"in addition to scoring high for originality of plot putting together familiar themes of family , forgiveness and love in a new way lilo stitch has a number of other assets to commend it to movie audiences both innocent and jaded",pos
a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd,pos
poignant japanese epic about adolescent anomie and heartbreak,pos
"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , cannot overcome blah characters",neg
"there is one surefire way to get a nomination for a best foreign film oscar make a movie about whimsical folk who learn a nonchallenging , life affirming lesson while walking around a foreign city with stunning architecture",neg
"it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout",pos
lacks the punch and verve needed to make this genre soar,neg
"the thing about guys like evans is this you 're never quite sure where self promotion ends and the truth begins but as you watch the movie , you 're too interested to care",pos
the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill advised and poorly executed idea,neg
a plodding look at the french revolution through the eyes of aristocrats,neg
"like the best of godard 's movies it is visually ravishing , penetrating , impenetrable",pos
"if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for it depends on how well flatulence gags fit into your holiday concept",pos
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking",pos
ordinary melodrama that is heavy on religious symbols but wafer thin on dramatic substance,neg
"narratively , trouble every day is a plodding mess",neg
the cast is uniformly excellent but the film itself is merely mildly charming,neg
there 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant,neg
d oes n't bother being as cloying or preachy as equivalent evangelical christian movies maybe the filmmakers know that the likely audience will already be among the faithful,pos
a film of precious increments artfully camouflaged as everyday activities,pos
"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe",pos
the most compelling performance of the year adds substantial depth to this shocking testament to anti semitism and neo fascism,pos
"behan 's memoir is great material for a film rowdy , brawny and lyrical in the best irish sense but sheridan has settled for a lugubrious romance",neg
"great performances , stylish cinematography and a gritty feel help make gangster no 1 a worthwhile moviegoing experience",pos
"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent",pos
"far too clever by half , howard 's film is really a series of strung together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another",neg
"a deceivingly simple film , one that grows in power in retrospect",pos
an incoherent jumble of a film that 's rarely as entertaining as it could have been,neg
putting the primitive murderer inside a high tech space station unleashes a pandora 's box of special effects that run the gamut from cheesy to cheesier to cheesiest,neg
a thought provoking picture,pos
the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz mann,pos
"first , for a movie that tries to be smart , it 's kinda dumb and second , what 's with all the shooting \?",neg
a funny film,pos
"it 's still adam sandler , and it 's not little nicky and for many of us , that 's good enough",pos
it 's one long bore,neg
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic",pos
"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !",pos
"despite a story predictable enough to make the sound of music play like a nail biting thriller , its heart is so much in the right place it is difficult to get really peeved at it",pos
"despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum",neg
just how these families interact may surprise you,pos
"'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias rom nticas en mucho tiempo una verdadera delicia '",pos
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable",neg
"as the dominant christine , sylvie testud is icily brilliant",pos
the average local news columnist has a bigger rant on the war between modern landscape architecture and small town america,neg
if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,pos
"once again , director chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours",neg
the wild thornberrys movie is a jolly surprise,pos
do we really need a 77 minute film to tell us exactly why a romantic relationship between a 15 year old boy and a 40 year old woman does n't work \?,pos
"been there , done that a thousand times already , and better",neg
spiderman rocks,pos
"a witty , low key romantic comedy",pos
"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto stomps the life out of it",neg
"demme gets a lot of flavor and spice into his charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh",neg
far more enjoyable than its predecessor,neg
"if there 's one big point to promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other",pos
"a terrific b movie in fact , the best in recent memory",pos
it almost feels as if the movie is more interested in entertaining itself than in amusing us,neg
"it 's not particularly well made , but since i found myself howling more than cringing , i 'd say the film works",pos
"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives",pos
gently humorous and touching,pos
"while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration",neg
"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit",neg
"it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift",pos
"if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games",pos
as unseemly as its title suggests,pos
an elegant film with often surprising twists and an intermingling of naivet and sophistication,pos
"davis wants to cause his audience an epiphany , yet he refuses to give us real situations and characters",neg
"if you 're hard up for raunchy college humor , this is your ticket right here",pos
handsome and sophisticated approach to the workplace romantic comedy,pos
"yes , it 's as good as you remember in fact , even better",pos
"the movie ends with outtakes in which most of the characters forget their lines and just utter 'uhhh , ' which is better than most of the writing in the movie",neg
"this cloying , voices from the other side story is hell",neg
"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids",pos
"one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact",neg
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy,neg
genuinely unnerving,pos
"if swimfan does catch on , it may be because teens are looking for something to make them laugh",neg
this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach,pos
"the performers are so spot on , it is hard to conceive anyone else in their roles",pos
liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario too bad,neg
not an objectionable or dull film it merely lacks everything except good intentions,neg
"obviously , a lot of people wasted a lot of their time \( including mine \) on something very inconsequential",neg
does what should seem impossible it makes serial killer jeffrey dahmer boring,neg
a solidly entertaining little film,pos
"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over the top mix",neg
"its over reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops",neg
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts,neg
"in a way , the film feels like a breath of fresh air , but only to those that allow it in",pos
happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music,pos
delightfully rendered,pos
"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter",neg
"it 's fun , splashy and entertainingly nasty",pos
